LoadID,LoadNumber,Status,ShipperID,CarrierID,OriginCity,OriginState,OriginZip,DestCity,DestState,DestZip,PickupDate,DeliveryDate,EquipmentType,Commodity,WeightLbs,Miles,CustomerRate,CarrierRate,FuelSurcharge,PONumber,BOLNumber,PRONumber,PODReceived,ExceptionNotes,DriverName,DriverPhone,CreatedAt
228,MF-10228,Dispatched,108,18,Chicago,IL,60608,Newark,NJ,07105,2026-08-22,2026-08-25,Flatbed,Retail freight,19519,1502,4573,3762,618.12,PO-7800228,BOL185955,PRO3348838,N,,Nia Wright,555-656-6877,2026-05-09 00:00:00
229,MF-10229,Available,109,,Dallas,TX,75212,Atlanta,GA,30318,2026-08-22,2026-08-23,Flatbed,Frozen food,10044,1844,1476,,243.48,PO-7700229,BOL707021,PRO4569531,N,,,,2026-05-10 00:00:00
230,MF-10230,Available,110,,Houston,TX,77029,Los Angeles,CA,90021,2026-08-18,2026-08-23,Reefer,Freshline dairy,27070,454,3007,,307.71,PO-6900230,BOL625465,PRO7656950,N,,,,2026-05-11 00:00:00
231,MF-10231,Delivered,111,109,Chicago,IL,60608,Newark,NJ,07105,2026-06-02,2026-06-04,Flatbed,Auto parts,17581,1687,1974,1663,193.28,PO-8600231,BOL606990,PRO1678132,Y,,,,2026-05-12 00:00:00
232,MF-10232,Delivered,112,34,Minneapolis,MN,55401,Chicago,IL,60608,2026-07-27,2026-07-28,Reefer,Frozen food,38780,2059,3521,3193,408.88,PO-6900232,BOL148693,,Y,,,,2026-05-13 00:00:00
233,MF-10233,In Transit,113,114,Phoenix,AZ,85043,Denver,CO,80216,2026-08-15,2026-08-20,Reefer,Beverages,13101,1238,4077,3396,565.76,PO-5600233,BOL494609,PRO4739628,N,,Elena Shah,555-378-7171,2026-05-14 00:00:00
234,MF-10234,In Transit,114,145,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-21,2026-08-25,Reefer,Frozen food,21861,487,2342,1852,338.06,PO-5100234,BOL265001,PRO2985251,N,,Brett Brooks,555-650-3713,2026-05-15 00:00:00
235,MF-10235,In Transit,115,134,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-14,2026-08-17,Van,Beverages,10827,441,4051,3632,333.17,PO-7600235,BOL721121,,N,,Nia Diaz,555-415-3641,2026-05-16 00:00:00
236,MF-10236,In Transit,116,8,St. Louis,MO,63102,Kansas City,MO,64120,2026-08-17,2026-08-19,Van,Steel coils,13619,623,4347,3833,704.78,PO-6800236,BOL735988,PRO9081054,N,,Keisha Okafor,555-615-1305,2026-05-17 00:00:00
237,MF-10237,Delivered,117,145,Chicago,IL,60608,Dallas,TX,75212,2026-06-10,2026-06-12,Flatbed,Auto parts,30457,2068,3492,2853,532.25,PO-6900237,BOL725510,PRO4855635,Y,,,,2026-05-18 00:00:00
238,MF-10238,Delivered,118,26,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-12,2026-08-13,Flatbed,Lumber,39186,2026,4785,3832,428.88,PO-7900238,BOL728950,,Y,,,,2026-05-19 00:00:00
239,MF-10239,Dispatched,119,119,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-25,2026-08-29,Van,Electronics,42722,1058,3538,2968,592.55,PO-5400239,BOL941272,PRO7396087,N,,Elena Okoye,555-894-8069,2026-05-20 00:00:00
240,MF-10240,Delivered,120,33,Chicago,IL,60608,Dallas,TX,75212,2026-07-02,2026-07-04,Reefer,Frozen food,8466,1363,3627,3036,358.72,PO-7300240,BOL223552,PRO7291957,Y,,,,2026-05-21 00:00:00
241,MF-10241,In Transit,1,14,Newark,NJ,07105,Charlotte,NC,28208,2026-08-20,2026-08-23,Van,Plastic resin,34047,1726,3134,2692,442.48,PO-5300241,BOL533301,PRO9094465,N,,Jamal Hernandez,555-467-9783,2026-05-22 00:00:00
242,MF-10242,Delivered,2,97,Kansas City,MO,64120,Denver,CO,80216,2026-07-24,2026-07-27,Reefer,Beverages,18603,385,4100,3266,422.21,PO-5300242,BOL633036,PRO6678044,Y,,,,2026-05-23 00:00:00
243,MF-10243,Covered,3,114,Newark,NJ,07105,Charlotte,NC,28208,2026-08-24,2026-08-28,Van,Frozen food,36532,360,4772,3819,823.58,PO-4400243,BOL375871,,N,,,,2026-05-24 00:00:00
244,MF-10244,Delivered,4,109,Memphis,TN,38118,Houston,TX,77029,2026-07-07,2026-07-11,Flatbed,Lumber,19486,1491,3847,3031,605.37,PO-7100244,BOL560295,,Y,,,,2026-05-25 00:00:00
245,MF-10245,Covered,5,144,Seattle,WA,98134,Portland,OR,97210,2026-08-23,2026-08-24,Flatbed,Lumber,10363,916,3512,3082,497.01,PO-5500245,BOL786837,,N,,,,2026-05-26 00:00:00
246,MF-10246,Delivered,6,120,Louisville,KY,40210,Nashville,TN,37210,2026-07-05,2026-07-08,Reefer,Beverages,13909,1305,1462,1291,126.99,PO-5800246,BOL861411,PRO6840069,Y,,,,2026-05-27 00:00:00
247,MF-10247,Delivered,7,25,Detroit,MI,48209,Cleveland,OH,44113,2026-07-28,2026-08-02,Reefer,Beverages,12743,1210,2116,1771,191.81,PO-5800247,BOL456480,PRO9611521,N,,,,2026-05-28 00:00:00
248,MF-10248,Cancelled,8,53,Dallas,TX,75212,Atlanta,GA,30318,2026-05-29,2026-06-02,Flatbed,Beverages,38071,1575,4553,3706,518.89,PO-6900248,BOL715332,PRO9086117,N,,,,2026-05-29 00:00:00
249,MF-10249,Delivered,9,121,Detroit,MI,48209,Cleveland,OH,44113,2026-07-08,2026-07-10,Flatbed,Paper rolls,8637,1615,3089,2822,406.67,PO-5600249,BOL360316,,Y,,,,2026-05-30 00:00:00
250,MF-10250,Delivered,10,23,Houston,TX,77029,Los Angeles,CA,90021,2026-08-16,2026-08-21,Reefer,Freshline dairy,20462,1201,3749,3065,654.99,PO-8700250,BOL309365,,Y,,,,2026-05-31 00:00:00
251,MF-10251,Delivered,11,26,Phoenix,AZ,85043,Denver,CO,80216,2026-07-30,2026-08-01,Van,Electronics,40287,1437,4590,3648,789.57,PO-4000251,BOL901368,PRO1709057,Y,,,,2026-06-01 00:00:00
252,MF-10252,Covered,12,81,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-17,2026-08-20,Flatbed,Steel coils,41497,753,3410,2747,533.41,PO-6500252,BOL332881,PRO3151610,N,,,,2026-06-02 00:00:00
253,MF-10253,Delivered,13,5,St. Louis,MO,63102,Kansas City,MO,64120,2026-06-25,2026-06-30,Flatbed,Retail freight,15888,1610,4211,3742,529.41,PO-7300253,BOL582418,,Y,,,,2026-06-03 00:00:00
254,MF-10254,Delivered,14,13,Minneapolis,MN,55401,Chicago,IL,60608,2026-07-08,2026-07-13,Reefer,Beverages,38890,1435,2166,1855,224.64,PO-6100254,BOL483699,,Y,,,,2026-06-04 00:00:00
255,MF-10255,Delivered,15,51,Salt Lake City,UT,84104,Boise,ID,83702,2026-05-28,2026-05-31,Reefer,Freshline dairy,14545,1656,1937,1776,287.84,PO-5700255,BOL943146,,Y,,,,2026-06-05 00:00:00
256,MF-10256,Delivered,16,138,El Paso,TX,79901,Albuquerque,NM,87102,2026-07-31,2026-08-02,Van,Beverages,41882,1273,2123,1781,198.39,PO-8600256,BOL431064,PRO6033738,Y,,,,2026-06-06 00:00:00
257,MF-10257,Delivered,17,125,Baltimore,MD,21224,Philadelphia,PA,19148,2026-07-06,2026-07-07,Van,Dry grocery,37481,1704,2441,2066,349.03,PO-6100257,BOL372387,PRO5323737,Y,,,,2026-06-07 00:00:00
258,MF-10258,Delivered,18,121,Atlanta,GA,30318,Miami,FL,33142,2026-08-10,2026-08-13,Flatbed,Paper rolls,26652,907,4061,3536,395.76,PO-6000258,BOL805893,PRO8498243,Y,,,,2026-06-08 00:00:00
259,MF-10259,Available,19,,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-17,2026-08-20,Reefer,Frozen food,30111,1043,4023,,646.78,PO-8000259,BOL742053,PRO2196955,N,,,,2026-06-09 00:00:00
260,MF-10260,Delivered,20,44,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-07-27,2026-07-30,Flatbed,Steel coils,37156,1779,3879,3375,415.54,PO-6300260,BOL884225,PRO8554590,Y,,,,2026-06-10 00:00:00
261,MF-10261,Delivered,21,136,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-23,2026-08-25,Van,Steel coils,34020,390,4270,3778,431.51,PO-4600261,BOL166891,PRO8938740,Y,,,,2026-06-11 00:00:00
262,MF-10262,In Transit,22,89,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-14,2026-08-18,Van,Frozen food,23031,686,4082,3716,485.70,PO-8700262,BOL397979,PRO3120836,N,,Carlos Cole,555-359-2381,2026-06-12 00:00:00
263,MF-10263,Delivered,23,119,Memphis,TN,38118,Houston,TX,77029,2026-08-22,2026-08-23,Reefer,Freshline dairy,16854,1608,3614,3291,487.36,PO-7400263,BOL285636,PRO8659527,Y,,,,2026-06-13 00:00:00
264,MF-10264,In Transit,24,42,Seattle,WA,98134,Portland,OR,97210,2026-08-18,2026-08-23,Reefer,Beverages,8691,180,2898,2427,276.97,PO-7300264,BOL954987,PRO3286742,N,,Anika Nguyen,555-652-6044,2026-06-14 00:00:00
265,MF-10265,Delivered,25,125,Louisville,KY,40210,Nashville,TN,37210,2026-06-18,2026-06-19,Reefer,Freshline dairy,8473,1302,3163,2820,441.87,PO-6300265,BOL297731,PRO8333427,N,,,,2026-06-15 00:00:00
266,MF-10266,Delivered,26,53,Seattle,WA,98134,Portland,OR,97210,2026-06-04,2026-06-08,Van,Steel coils,25816,763,3961,3222,619.71,PO-8100266,BOL879015,PRO5510085,N,,,,2026-06-16 00:00:00
267,MF-10267,Delivered,27,38,Seattle,WA,98134,Portland,OR,97210,2026-08-02,2026-08-04,Van,Beverages,29013,219,2514,2207,324.81,PO-4900267,BOL152042,PRO1371294,Y,,,,2026-06-17 00:00:00
268,MF-10268,Delivered,28,17,Louisville,KY,40210,Nashville,TN,37210,2026-07-20,2026-07-23,Flatbed,Beverages,22233,880,2353,1865,191.70,PO-6600268,BOL426711,PRO9361693,Y,,,,2026-06-18 00:00:00
269,MF-10269,Cancelled,29,46,Houston,TX,77029,Los Angeles,CA,90021,2026-05-28,2026-05-29,Van,Auto parts,43598,1142,1629,1331,194.25,PO-5100269,BOL301528,PRO5195637,N,,,,2026-06-19 00:00:00
270,MF-10270,Covered,30,54,Dallas,TX,75212,Atlanta,GA,30318,2026-08-25,2026-08-27,Reefer,Beverages,14157,1247,1537,1241,235.98,PO-8200270,BOL318572,PRO6236326,N,,,,2026-06-20 00:00:00
271,MF-10271,Available,31,,Houston,TX,77029,Los Angeles,CA,90021,2026-08-16,2026-08-17,Flatbed,Lumber,39537,1487,3533,,325.79,PO-5900271,BOL308376,PRO1873883,N,,,,2026-06-21 00:00:00
272,MF-10272,Covered,32,114,Phoenix,AZ,85043,Denver,CO,80216,2026-08-25,2026-08-27,Reefer,Frozen food,33939,1796,2085,1858,288.71,PO-5500272,BOL109363,PRO8973718,N,,,,2026-06-22 00:00:00
273,MF-10273,In Transit,33,32,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-21,2026-08-22,Van,Beverages,43150,1800,1644,1364,156.82,PO-4600273,BOL231939,PRO6314007,N,,Darnell Cole,555-546-1983,2026-06-23 00:00:00
274,MF-10274,Cancelled,34,3,St. Louis,MO,63102,Kansas City,MO,64120,2026-06-30,2026-07-02,Flatbed,Plastic resin,10587,1173,2867,2527,301.23,PO-8500274,BOL558752,PRO9222379,N,,,,2026-06-24 00:00:00
275,MF-10275,Delivered,35,45,St. Louis,MO,63102,Kansas City,MO,64120,2026-06-17,2026-06-20,Flatbed,Beverages,12513,1267,3852,3497,521.76,PO-4900275,BOL571213,,Y,,,,2026-06-25 00:00:00
276,MF-10276,Delivered,36,143,Salt Lake City,UT,84104,Boise,ID,83702,2026-06-28,2026-06-29,Flatbed,Lumber,31860,1769,2159,1950,306.52,PO-7900276,BOL350385,,Y,,,,2026-06-26 00:00:00
277,MF-10277,Delivered,37,124,Chicago,IL,60608,Dallas,TX,75212,2026-08-01,2026-08-06,Reefer,Frozen food,14308,1251,2721,2278,305.30,PO-8200277,BOL169918,,Y,,,,2026-06-27 00:00:00
278,MF-10278,Available,38,,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-26,2026-08-28,Van,Beverages,33467,1527,2184,,196.29,PO-7100278,BOL651363,PRO5293936,N,,,,2026-06-28 00:00:00
279,MF-10279,Delivered,39,2,Chicago,IL,60608,Dallas,TX,75212,2026-06-09,2026-06-10,Van,Beverages,31653,1322,1727,1460,248.50,PO-8700279,BOL536158,PRO1978112,Y,,,,2026-06-29 00:00:00
280,MF-10280,Covered,40,136,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-18,2026-08-19,Van,Steel coils,14364,387,1719,1568,302.64,PO-8600280,BOL342239,PRO4178618,N,,,,2026-06-30 00:00:00
281,MF-10281,Delivered,41,94,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-06-14,2026-06-16,Flatbed,Lumber,38062,1618,1832,1625,252.19,PO-8200281,BOL547820,PRO3798595,Y,,,,2026-07-01 00:00:00
282,MF-10282,Dispatched,42,119,Kansas City,MO,64120,Denver,CO,80216,2026-08-18,2026-08-21,Van,Lumber,32361,1024,3653,3356,410.84,PO-8800282,BOL764001,PRO6426605,N,,Kate Wright,555-560-6163,2026-07-02 00:00:00
283,MF-10283,In Transit,43,139,Memphis,TN,38118,Houston,TX,77029,2026-08-20,2026-08-25,Reefer,Freshline dairy,27781,193,2565,2214,337.97,PO-5900283,BOL332665,,N,,Tyler Murphy,555-200-1567,2026-07-03 00:00:00
284,MF-10284,Delivered,44,94,Indianapolis,IN,46225,Columbus,OH,43215,2026-06-16,2026-06-21,Flatbed,Electronics,25366,931,1554,1312,148.58,PO-7700284,BOL361993,,Y,,,,2026-07-04 00:00:00
285,MF-10285,Covered,45,95,Kansas City,MO,64120,Denver,CO,80216,2026-08-17,2026-08-21,Van,Frozen food,39999,1871,4363,3601,559.57,PO-8400285,BOL836989,PRO2599943,N,,,,2026-07-05 00:00:00
286,MF-10286,In Transit,46,53,Louisville,KY,40210,Nashville,TN,37210,2026-08-26,2026-08-31,Van,Dry grocery,8749,1478,1893,1707,194.36,PO-8900286,BOL762903,PRO6113416,N,,Omar Ali,555-644-7824,2026-07-06 00:00:00
287,MF-10287,In Transit,47,20,Detroit,MI,48209,Cleveland,OH,44113,2026-08-18,2026-08-23,Reefer,Beverages,13903,634,3225,2855,443.52,PO-6700287,BOL403859,PRO3483236,N,,Anika Brooks,555-251-7436,2026-07-07 00:00:00
288,MF-10288,Delivered,48,139,Louisville,KY,40210,Nashville,TN,37210,2026-06-26,2026-07-01,Van,Lumber,16544,1740,1748,1460,215.79,PO-4800288,BOL604283,PRO9184951,Y,,,,2026-07-08 00:00:00
289,MF-10289,Delivered,49,138,Dallas,TX,75212,Atlanta,GA,30318,2026-06-15,2026-06-20,Flatbed,Paper rolls,13871,410,2490,2212,279.73,PO-8200289,BOL533672,PRO6843636,Y,,,,2026-07-09 00:00:00
290,MF-10290,Delivered,50,142,Houston,TX,77029,Los Angeles,CA,90021,2026-06-10,2026-06-11,Reefer,Freshline dairy,10941,2072,4688,3946,443.40,PO-5400290,BOL309385,PRO3617098,Y,,,,2026-07-10 00:00:00
291,MF-10291,Dispatched,51,32,Chicago,IL,60608,Newark,NJ,07105,2026-08-25,2026-08-26,Flatbed,Auto parts,21697,1695,2649,2233,217.95,PO-7400291,BOL322167,,N,,Mei Okoye,555-551-2823,2026-07-11 00:00:00
292,MF-10292,In Transit,52,112,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-18,2026-08-22,Flatbed,Auto parts,21152,1796,1578,1287,135.73,PO-8400292,BOL747983,,N,,James Murphy,555-796-9631,2026-07-12 00:00:00
293,MF-10293,Delivered,53,119,Phoenix,AZ,85043,Denver,CO,80216,2026-08-17,2026-08-21,Reefer,Frozen food,41327,1633,4059,3385,722.42,PO-4600293,BOL430779,PRO9918107,N,,,,2026-07-13 00:00:00
294,MF-10294,Delivered,54,94,Minneapolis,MN,55401,Chicago,IL,60608,2026-06-22,2026-06-26,Flatbed,Dry grocery,18289,217,3568,2935,460.25,PO-6200294,BOL817552,PRO6072192,N,,,,2026-07-14 00:00:00
295,MF-10295,Delivered,55,54,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-18,2026-08-21,Van,Lumber,16995,359,2323,1861,394.25,PO-8600295,BOL500773,PRO4815608,Y,,,,2026-07-15 00:00:00
296,MF-10296,Delivered,56,107,Baltimore,MD,21224,Philadelphia,PA,19148,2026-07-02,2026-07-05,Reefer,Beverages,21258,1946,4072,3255,546.20,PO-4800296,BOL424008,PRO9787997,Y,,,,2026-07-16 00:00:00
297,MF-10297,Available,57,,Chicago,IL,60608,Dallas,TX,75212,2026-08-14,2026-08-16,Flatbed,Electronics,42928,1653,2047,,228.75,PO-4700297,BOL293079,,N,,,,2026-07-17 00:00:00
298,MF-10298,Covered,58,58,Salt Lake City,UT,84104,Boise,ID,83702,2026-08-14,2026-08-17,Reefer,Freshline dairy,25943,491,4454,4056,754.57,PO-8900298,BOL297062,,N,,,,2026-07-18 00:00:00
299,MF-10299,Delivered,59,109,Atlanta,GA,30318,Miami,FL,33142,2026-06-09,2026-06-14,Van,Electronics,39234,454,4215,3303,370.70,PO-7200299,BOL987240,PRO7273997,Y,,,,2026-07-19 00:00:00
300,MF-10300,Delivered,60,18,Newark,NJ,07105,Charlotte,NC,28208,2026-06-24,2026-06-28,Van,Paper rolls,25685,1025,3073,2725,250.45,PO-5400300,BOL878427,PRO4402982,Y,,,,2026-07-20 00:00:00
301,MF-10301,Dispatched,61,109,Atlanta,GA,30318,Miami,FL,33142,2026-08-24,2026-08-28,Reefer,Freshline dairy,28506,987,3890,3434,459.17,PO-7900301,BOL878533,PRO9995261,N,,Anika Chen,555-614-1685,2026-07-21 00:00:00
302,MF-10302,In Transit,62,68,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-18,2026-08-19,Reefer,Frozen food,11230,568,3684,3073,576.60,PO-5800302,BOL560905,PRO6109570,N,,Brett Bennett,555-605-1643,2026-07-22 00:00:00
303,MF-10303,Dispatched,63,61,Kansas City,MO,64120,Denver,CO,80216,2026-08-19,2026-08-21,Reefer,Frozen food,43809,457,1770,1559,161.63,PO-6500303,BOL533648,,N,,Brett Brooks,555-674-8400,2026-07-23 00:00:00
304,MF-10304,Delivered,64,72,Seattle,WA,98134,Portland,OR,97210,2026-06-11,2026-06-13,Van,Steel coils,16096,366,4056,3678,647.53,PO-4700304,BOL840532,PRO7089179,Y,,,,2026-07-24 00:00:00
305,MF-10305,Delivered,65,21,Louisville,KY,40210,Nashville,TN,37210,2026-06-21,2026-06-26,Reefer,Freshline dairy,17836,512,2099,1905,286.62,PO-4900305,BOL287555,PRO1860847,N,,,,2026-07-25 00:00:00
306,MF-10306,Delivered,66,113,Louisville,KY,40210,Nashville,TN,37210,2026-06-29,2026-07-02,Van,Frozen food,8800,1119,2230,1740,349.08,PO-7100306,BOL996963,PRO1096478,Y,,,,2026-07-26 00:00:00
307,MF-10307,In Transit,67,101,Dallas,TX,75212,Atlanta,GA,30318,2026-08-23,2026-08-25,Flatbed,Beverages,43870,749,3862,3336,403.47,PO-7900307,BOL759172,PRO4483580,N,,Tyler Chen,555-652-2300,2026-07-27 00:00:00
308,MF-10308,Delivered,68,5,Detroit,MI,48209,Cleveland,OH,44113,2026-08-18,2026-08-21,Van,Dry grocery,11213,403,3871,3181,665.96,PO-6600308,BOL286906,,Y,,,,2026-07-28 00:00:00
309,MF-10309,Delivered,69,51,Dallas,TX,75212,Atlanta,GA,30318,2026-06-28,2026-07-03,Van,Frozen food,12434,1733,2722,2263,320.91,PO-6700309,BOL984274,PRO5912917,Y,,,,2026-07-29 00:00:00
310,MF-10310,Delivered,70,46,Dallas,TX,75212,Atlanta,GA,30318,2026-05-29,2026-06-01,Flatbed,Plastic resin,42665,359,4250,3439,364.73,PO-7000310,BOL859246,PRO5818203,Y,,,,2026-07-30 00:00:00
311,MF-10311,Delivered,71,97,Phoenix,AZ,85043,Denver,CO,80216,2026-07-23,2026-07-28,Flatbed,Retail freight,40619,1188,3916,3362,516.80,PO-5100311,BOL739008,,Y,,,,2026-07-31 00:00:00
312,MF-10312,Delivered,72,4,Phoenix,AZ,85043,Denver,CO,80216,2026-08-25,2026-08-26,Reefer,Frozen food,35134,273,2249,2005,404.59,PO-6100312,BOL466634,PRO4562439,Y,,,,2026-08-01 00:00:00
313,MF-10313,Delivered,73,33,Charlotte,NC,28208,Jacksonville,FL,32218,2026-05-29,2026-06-01,Van,Steel coils,29842,879,3652,3014,294.40,PO-6500313,BOL859584,PRO1488508,Y,,,,2026-08-02 00:00:00
314,MF-10314,Covered,74,121,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-21,2026-08-24,Reefer,Frozen food,38187,2006,4044,3231,386.36,PO-7400314,BOL451387,PRO7944979,N,,,,2026-08-03 00:00:00
315,MF-10315,Available,75,,Minneapolis,MN,55401,Chicago,IL,60608,2026-08-18,2026-08-21,Flatbed,Retail freight,21648,1362,3674,,490.80,PO-8300315,BOL447832,PRO6932348,N,,,,2026-08-04 00:00:00
316,MF-10316,Delivered,76,47,Baltimore,MD,21224,Philadelphia,PA,19148,2026-07-21,2026-07-22,Reefer,Frozen food,28203,1624,2995,2414,274.59,PO-6000316,BOL844321,,Y,,,,2026-08-05 00:00:00
317,MF-10317,Delivered,77,68,Chicago,IL,60608,Dallas,TX,75212,2026-07-26,2026-07-29,Reefer,Beverages,21244,2050,1859,1547,155.67,PO-4500317,BOL565330,PRO9097744,Y,,,,2026-08-06 00:00:00
318,MF-10318,Available,78,,El Paso,TX,79901,Albuquerque,NM,87102,2026-08-23,2026-08-26,Reefer,Freshline dairy,14439,1863,4576,,515.87,PO-7300318,BOL809589,PRO4442468,N,,,,2026-08-07 00:00:00
319,MF-10319,Dispatched,79,15,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-20,2026-08-25,Van,Steel coils,28478,226,3312,2995,299.11,PO-7600319,BOL895338,,N,,Maria Cole,555-289-6460,2026-08-08 00:00:00
320,MF-10320,Available,80,,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-08-23,2026-08-25,Reefer,Beverages,15710,738,2707,,425.75,PO-4900320,BOL265146,,N,,,,2026-08-09 00:00:00
321,MF-10321,Delivered,81,48,Atlanta,GA,30318,Miami,FL,33142,2026-07-30,2026-08-04,Flatbed,Retail freight,19224,325,4285,3824,588.79,PO-5900321,BOL743052,PRO8443172,Y,,,,2026-08-10 00:00:00
322,MF-10322,Delivered,82,14,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-06-26,2026-06-27,Reefer,Frozen food,37218,1442,2133,1874,360.75,PO-6200322,BOL427617,,Y,,,,2026-08-11 00:00:00
323,MF-10323,Delivered,83,17,Newark,NJ,07105,Charlotte,NC,28208,2026-06-27,2026-07-02,Van,Beverages,38500,1143,2671,2339,403.38,PO-5400323,BOL334665,,Y,,,,2026-08-12 00:00:00
324,MF-10324,Available,84,,Indianapolis,IN,46225,Columbus,OH,43215,2026-08-21,2026-08-25,Van,Retail freight,29283,1108,4630,,768.95,PO-7100324,BOL131734,,N,,,,2026-08-13 00:00:00
325,MF-10325,Delivered,85,37,Louisville,KY,40210,Nashville,TN,37210,2026-06-27,2026-06-29,Reefer,Beverages,15011,847,1821,1523,275.75,PO-7500325,BOL780999,,Y,,,,2026-08-14 00:00:00
326,MF-10326,Delivered,86,58,Detroit,MI,48209,Cleveland,OH,44113,2026-07-05,2026-07-10,Van,Electronics,30329,606,2051,1879,242.80,PO-8400326,BOL719677,PRO8304023,Y,,,,2026-08-15 00:00:00
327,MF-10327,In Transit,87,23,Detroit,MI,48209,Cleveland,OH,44113,2026-08-18,2026-08-20,Flatbed,Frozen food,19545,810,2732,2343,443.14,PO-6500327,BOL172988,PRO7357071,N,,Jamal Diaz,555-317-8584,2026-08-16 00:00:00
328,MF-10328,Delivered,88,18,Louisville,KY,40210,Nashville,TN,37210,2026-08-14,2026-08-16,Flatbed,Dry grocery,33557,1440,4106,3288,546.61,PO-7600328,BOL568881,,Y,,,,2026-08-17 00:00:00
329,MF-10329,In Transit,89,145,Chicago,IL,60608,Newark,NJ,07105,2026-08-22,2026-08-27,Flatbed,Steel coils,16359,1925,3904,3584,470.12,PO-5800329,BOL165442,PRO1891328,N,,Sofia Ali,555-291-1133,2026-08-18 00:00:00
330,MF-10330,Delivered,90,4,Houston,TX,77029,Los Angeles,CA,90021,2026-08-11,2026-08-14,Van,Plastic resin,34609,961,3014,2614,455.65,PO-6700330,BOL671598,,Y,,,,2026-05-01 00:00:00
331,MF-10331,Delivered,91,54,Houston,TX,77029,Los Angeles,CA,90021,2026-08-01,2026-08-06,Reefer,Frozen food,9029,474,4144,3305,336.33,PO-8600331,BOL610343,PRO3277939,Y,,,,2026-05-02 00:00:00
332,MF-10332,Delivered,92,61,Minneapolis,MN,55401,Chicago,IL,60608,2026-06-28,2026-07-03,Flatbed,Auto parts,31285,642,3137,2689,392.14,PO-5100332,BOL545405,PRO9357686,Y,,,,2026-05-03 00:00:00
333,MF-10333,Covered,93,35,Charlotte,NC,28208,Jacksonville,FL,32218,2026-08-15,2026-08-20,Reefer,Beverages,39671,1623,2903,2277,243.23,PO-6300333,BOL218661,PRO2343236,N,,,,2026-05-04 00:00:00
334,MF-10334,Delivered,94,11,St. Louis,MO,63102,Kansas City,MO,64120,2026-06-27,2026-07-02,Flatbed,Electronics,13117,1580,3335,2895,488.16,PO-8000334,BOL665389,PRO6242875,Y,,,,2026-05-05 00:00:00
335,MF-10335,In Transit,95,76,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-18,2026-08-19,Reefer,Freshline dairy,27927,1668,4669,3834,451.73,PO-7600335,BOL373094,,N,,Jamal Johnson,555-631-6782,2026-05-06 00:00:00
336,MF-10336,Delivered,96,119,Baltimore,MD,21224,Philadelphia,PA,19148,2026-06-13,2026-06-14,Reefer,Frozen food,26209,696,1737,1385,152.31,PO-4800336,BOL745710,,Y,,,,2026-05-07 00:00:00
337,MF-10337,Covered,97,107,Baltimore,MD,21224,Philadelphia,PA,19148,2026-08-15,2026-08-16,Van,Electronics,19494,715,4426,3545,551.77,PO-8400337,BOL347669,PRO9848116,N,,,,2026-05-08 00:00:00
338,MF-10338,Covered,98,103,Chicago,IL,60608,Dallas,TX,75212,2026-08-25,2026-08-27,Van,Beverages,23594,1533,4483,4120,704.00,PO-6800338,BOL861265,PRO4537589,N,,,,2026-05-09 00:00:00
339,MF-10339,In Transit,99,140,Atlanta,GA,30318,Miami,FL,33142,2026-08-26,2026-08-29,Van,Dry grocery,42899,658,2634,2230,460.49,PO-6400339,BOL816712,PRO8962291,N,,Keisha Wright,555-608-8802,2026-05-10 00:00:00
340,MF-10340,Delivered,100,68,Newark,NJ,07105,Charlotte,NC,28208,2026-08-24,2026-08-27,Reefer,Beverages,31188,1909,1568,1244,208.75,PO-6700340,BOL740140,PRO5573311,Y,,,,2026-05-11 00:00:00
341,MF-10341,Delivered,101,118,Newark,NJ,07105,Charlotte,NC,28208,2026-08-13,2026-08-16,Flatbed,Plastic resin,20774,1244,4165,3685,639.04,PO-6100341,BOL810638,PRO4018500,Y,,,,2026-05-12 00:00:00
342,MF-10342,Delivered,102,9,Los Angeles,CA,90021,Phoenix,AZ,85043,2026-05-31,2026-06-01,Van,Plastic resin,26566,695,1825,1598,210.15,PO-5200342,BOL135695,,Y,,,,2026-05-13 00:00:00
